"Dahab Apnea","https://events.aidainternational.org/EventDetails-2168","Mixed Competition","Dahab","Dahab, Egypt","2018-07-31","2018-08-04","",""
"Guangzhou Judge Course","https://events.aidainternational.org/EventDetails-2162","Judge Course","Guangzhou","Guangzhou, China","2018-07-27","2018-07-29","",""
"Freedive Panglao July 2018 Minicompetition","https://events.aidainternational.org/EventDetails-2154","Depth Competition","Freedive Panglao","Panglao, Philippines","2018-07-27","2018-07-28","",""
"Deeper Blue Freediving Depth Competition 2018","https://events.aidainternational.org/EventDetails-2114","Depth Competition","Relax Divers Resort","Bohol, China","2018-07-23","2018-07-24","",""
"AIDA Hellas Depth Event 2018","https://events.aidainternational.org/EventDetails-2144","Depth Competition","Keratea","Daskaleio, Greece","2018-07-22","2018-07-23","",""
"FREEDIVING TAIWAN 2018 Indoor Cup","https://events.aidainternational.org/EventDetails-2138","Pool Competition","Taipei University Of Marine Technology","Taipei, Taiwan","2018-07-14","2018-07-15","",""
"2018 OneFreedive Beijing Summer Pre-Competition","https://events.aidainternational.org/EventDetails-2142","Pool Competition","Zhongguancun","Beijin, China","2018-07-14","2018-07-15","",""
"Lazurnaya Glubina 2018","https://events.aidainternational.org/EventDetails-2129","Depth Competition","Lazurnaya Glubina 2018","Nizhny Tagil, Russian Federation","2018-07-13","2018-07-14","",""
"Eilat Judge course","https://events.aidainternational.org/EventDetails-2133","Judge Course","Eilat","Eilat, Israel","2018-07-12","2018-07-14","",""
"Taiwan Judge Course","https://events.aidainternational.org/EventDetails-2150","Judge Course","Taipei","Taipei, Taiwan","2018-07-11","2018-07-13","",""
"2018 Mediterranean Cup","https://events.aidainternational.org/EventDetails-2147","Depth Competition","Calm Zone","Kalamata, Greece","2018-07-08","2018-07-09","",""
"Cool Down 2018 (lake)","https://events.aidainternational.org/EventDetails-2081","Depth Competition","Camping Achenkirch Schwarzenau","Achenkirch, Austria","2018-07-07","2018-07-08","",""
"Oceansoul Lanzarote Freediving","https://events.aidainternational.org/EventDetails-2146","Depth Competition","Venecia 7","Puerto Del Carmen, Spain","2018-07-07","2018-07-08","",""
"Curso de Jueces ( En Español)","https://events.aidainternational.org/EventDetails-2120","Judge Course","Lanzarote","Lanzarote, Spain","2018-07-06","2018-07-07","",""
"Belgrade CEC 2018","https://events.aidainternational.org/EventDetails-2157","Continuous Education Course","Event Committee Room","Belgrade, Serbia","2018-06-28","2018-06-28","",""
"Judge Course Belgrade WCh","https://events.aidainternational.org/EventDetails-2137","Judge Course","The Official Hotel Of The Wch","Belgrade, Serbia","2018-06-26","2018-06-29","",""
"Daskaleio Games","https://events.aidainternational.org/EventDetails-2136","Depth Competition","Daskaleio","Daskaleio Attikis, Greece","2018-06-24","2018-06-25","",""
"MINSK FREEDIVING WEEKEND (DNF)","https://events.aidainternational.org/EventDetails-2135","Pool Competition","The House Of Rowing","Minsk, Belarus","2018-06-23","2018-06-23","",""
"Freedive Panglao Korean Cup","https://events.aidainternational.org/EventDetails-2145","Depth Competition","Freedive Panglao","Panglao, Philippines","2018-06-22","2018-06-23","",""
"Freediving.spb dynamic contest 2018","https://events.aidainternational.org/EventDetails-2140","Pool Competition","Novoizmailovskiy","Saint Petersburg, Russian Federation","2018-06-17","2018-06-18","",""
"Blue Cup Korea pool Championship 2018","https://events.aidainternational.org/EventDetails-2116","Pool Competition","Anyang Suri Janeinbokjighwan.","Anyang-Si, Republic of Korea","2018-06-16","2018-06-17","",""
"First open individual AIDA pool championship in Vladivostok","https://events.aidainternational.org/EventDetails-2126","Pool Competition","Swimming Pool","Vladivostok , Russian Federation","2018-06-09","2018-06-11","",""
"Wellington Winter Championship (men)","https://events.aidainternational.org/EventDetails-2123","Pool Competition","Te Rauparaha Arena Aquatic Centre","Porirua, New Zealand","2018-06-09","2018-06-11","",""
"Wellington Winter Championship (women)","https://events.aidainternational.org/EventDetails-2127","Pool Competition","Te Rauparaha Arena Aquatic Centre","Porirua, New Zealand","2018-06-09","2018-06-11","",""
"Asian Freediving Cup 2018","https://events.aidainternational.org/EventDetails-2015","Depth Competition","Freedive Panglao","Panglao, Philippines","2018-06-08","2018-06-10","",""
"Yaroslavl weekend DYN open","https://events.aidainternational.org/EventDetails-2118","Pool Competition","Lasyrni","Yaroslavl, Russian Federation","2018-06-03","2018-06-03","",""
"South Florida Apnea Challenge 2018","https://events.aidainternational.org/EventDetails-2086","Pool Competition","Florida International University Biscayne Bay","North Miami, United States","2018-06-02","2018-06-03","",""
"Xibalba 2018","https://events.aidainternational.org/EventDetails-2089","Depth Competition","Cenote  Ucil","Yucatan, Mexico","2018-05-29","2018-06-02","",""
"Red C cup (10th edition)","https://events.aidainternational.org/EventDetails-2005","Mixed Competition","Aqua Marina","Dahab, Egypt","2018-05-27","2018-05-31","",""
"Ukrainian Freediving Championship 2018","https://events.aidainternational.org/EventDetails-2125","Pool Competition","Sport Academy","Odessa, Ukraine","2018-05-25","2018-05-27","",""
"KFK summer comp","https://events.aidainternational.org/EventDetails-2124","Pool Competition","Bellahøj Svømmestadion","Copenhagen, Denmark","2018-05-25","2018-05-26","",""
"Freedive Panglao Staff Competition","https://events.aidainternational.org/EventDetails-2014","Depth Competition","Freedive Panglao","Panglao, Philippines","2018-05-24","2018-05-25","",""
"BeJuCE 2","https://events.aidainternational.org/EventDetails-2110","Judge Course","Cipa","Nice, France","2018-05-24","2018-05-25","",""
"Freediving Planet Challenge","https://events.aidainternational.org/EventDetails-2122","Pool Competition","Freediving Planet","Cebu, Philippines","2018-05-20","2018-05-20","",""
"Open Russian National  Depth Championship 2018","https://events.aidainternational.org/EventDetails-2113","Depth Competition","Sharm El Sheikh","Sharm El Sheikh, Egypt","2018-05-19","2018-05-22","",""
"Caribbean Cup 2018","https://events.aidainternational.org/EventDetails-2119","Depth Competition","Mayan Princess","Roatán, Honduras","2018-05-18","2018-05-18","",""
"Judge Course Moalboal May","https://events.aidainternational.org/EventDetails-2121","Judge Course","Freediving Planet","Cebu, Philippines","2018-05-18","2018-05-20","",""
"Dahab JUDGE-course (2018-3)","https://events.aidainternational.org/EventDetails-2076","Judge Course","Immersion","Dahab, Egypt","2018-05-17","2018-05-21","",""
"AIDA Hellas POOLChampionship 2018","https://events.aidainternational.org/EventDetails-2087","Pool Competition","Attiki","Alimos, Greece","2018-05-13","2018-05-13","",""
"AIDA Freediving Indoor Cup 2018 in Tateyama","https://events.aidainternational.org/EventDetails-2687","Pool Competition","Tateyama","Chiba, Japan","2018-05-12","2018-05-13","Registration Closed","EventRegistration-329"
"Circuit des 4 Épreuves ApneaCity: 3e Épreuve DYN","https://events.aidainternational.org/EventDetails-2094","Pool Competition","Cegep Du Vieux Montreal","Montreal, Canada","2018-05-12","2018-05-12","",""
"Jaworzno MiniComp 2018","https://events.aidainternational.org/EventDetails-2109","Pool Competition","Via Sport","Jaworzno, Poland","2018-05-12","2018-05-12","",""
"Korea JUDGE course (2018-4)","https://events.aidainternational.org/EventDetails-2077","Judge Course","Dper Freedive","Seogwipo, Jeju, Republic of Korea","2018-05-11","2018-05-13","",""
"Australian pool national championship","https://events.aidainternational.org/EventDetails-2104","Pool Competition","Knox Grammar","Sydney, Australia","2018-05-11","2018-05-12","",""
"OPEN INTERNATIONAL AC-OSCAR LOPEZ","https://events.aidainternational.org/EventDetails-2069","Pool Competition","Carrer D'Àngel Guimerà","Palafrugell (Girona), Spain","2018-05-06","2018-05-07","",""
"TrueNorth Freediving Pool Official Recording","https://events.aidainternational.org/EventDetails-2111","Pool Competition","Tokyo Tatsumi International Swimming Center Sub-Pool","Tokyo, Japan","2018-05-04","2018-05-05","",""
"COPA DELPHINUS SOLOAPNEA","https://events.aidainternational.org/EventDetails-2098","Depth Competition","Oceano Scuba Dive Center","Santa Marta, Colombia","2018-05-01","2018-05-10","",""
"Freedive Panglao Static Challenge","https://events.aidainternational.org/EventDetails-2105","Pool Competition","Freedive Panglao","Panglao, Philippines","2018-04-29","2018-04-29","",""
"Freedive-Loerrach STA-MiniComp","https://events.aidainternational.org/EventDetails-2106","Pool Competition","Hallenbad","Grenzach-Wyhlen, Germany","2018-04-24","2018-04-24","",""
"International DGI-Byen Static competition","https://events.aidainternational.org/EventDetails-2107","Pool Competition","The Main Entrance At Tietgensgade","København Ø, Denmark","2018-04-21","2018-04-22","",""
"Sofia Freediving Cup 2018","https://events.aidainternational.org/EventDetails-2102","Pool Competition","Sbr Zdrave","Bankya, Bulgaria","2018-04-21","2018-04-22","",""
"Mazovia MiniComp 2018","https://events.aidainternational.org/EventDetails-2108","Pool Competition","Icds Łomianki","Łomianki, Poland","2018-04-21","2018-04-21","",""
"JUDGE CEC","https://events.aidainternational.org/EventDetails-2072","Continuous Education Course","Sport University","Moscow, Russian Federation","2018-04-20","2018-04-21","",""
"Russian Open Individual AIDA pool Championship 2018 in honor of Natalia Molchanova","https://events.aidainternational.org/EventDetails-2112","Pool Competition","Rgufk Pool","Moscow, Russian Federation","2018-04-19","2018-04-22","",""
"Moscow Judge Course","https://events.aidainternational.org/EventDetails-2050","Judge Course","Moscow Judge  Course","Moscow, Russian Federation","2018-04-15","2018-04-16","",""
"ONEBREATH Spring Pool Games 2018","https://events.aidainternational.org/EventDetails-2101","Pool Competition","Alsos Galatsiou","Galatsi -Athens, Greece","2018-04-15","2018-04-16","",""
"Neptune's Cup","https://events.aidainternational.org/EventDetails-2036","Pool Competition","Bevegemse Vijvers","Zottegem, Belgium","2018-04-15","2018-04-16","",""
"FFO 2018 - Freediving Finnish Open","https://events.aidainternational.org/EventDetails-2093","Pool Competition","Hämeenlinnan Uimahalli","Hämeenlinna, Finland","2018-04-07","2018-04-08","",""
"Dahab Pool and open water event","https://events.aidainternational.org/EventDetails-2097","Mixed Competition","Blue Ocean Freedivers","Dahab, Egypt","2018-04-03","2018-04-04","",""
"Kharkiv Apnea Weekend","https://events.aidainternational.org/EventDetails-2096","Pool Competition","Tetra","Kharkiv, Ukraine","2018-03-31","2018-04-01","",""
"2018 OneFreedive Beijing Spring Mini Competition","https://events.aidainternational.org/EventDetails-2052","Pool Competition","Kunlunjue","Beijing, China","2018-03-31","2018-03-31","",""
"Apnea Bali Mini Comp","https://events.aidainternational.org/EventDetails-2061","Depth Competition","Apnea Bali","Tulamben, Indonesia","2018-03-29","2018-03-31","",""
"CNF World Record Attempt","https://events.aidainternational.org/EventDetails-2083","Worldrecord attempt","Freedive Panglao","Panglao, Philippines","2018-03-26","2018-03-28","",""
"Bristol Blue 2018 - incorporating the UK BFA National Pool Championships","https://events.aidainternational.org/EventDetails-2019","Pool Competition","Hengrove Park Leisure Centre","Bristol, United Kingdom","2018-03-24","2018-03-25","",""
"BRYANSK FREEDIVING CUP 2018","https://events.aidainternational.org/EventDetails-2068","Pool Competition","Underwater Club Skat, Dosaaf Pool","Bryansk, Russian Federation","2018-03-24","2018-03-25","",""
"Trophée Inspyr'apnée","https://events.aidainternational.org/EventDetails-2039","Pool Competition","Centre-Aquatique-Com-Agglo-Pays-Foix-Varilhes","Foix, France","2018-03-24","2018-03-25","",""
"Caucasus 2018 winter apnea series","https://events.aidainternational.org/EventDetails-2067","Pool Competition","Hotel Marco Polo","Gudauri, Georgia","2018-03-23","2018-03-24","",""
"Tokyo Judge Course  (English)","https://events.aidainternational.org/EventDetails-2049","Judge Course","Tokyo Judge Course","Tokyo, Japan","2018-03-22","2018-03-23","",""
"Judge Refresher Course Panpacs Tokyo","https://events.aidainternational.org/EventDetails-2090","Continuous Education Course","Panpacs","Tokyo, Japan","2018-03-21","2018-03-22","",""
"Cetus Mini-comp 2018","https://events.aidainternational.org/EventDetails-2085","Pool Competition","Leppävaara Swimming Hall","Espoo, Finland","2018-03-19","2018-03-19","",""
"UK Open Dynamic","https://events.aidainternational.org/EventDetails-2066","Pool Competition","Surrey Sports Centre,","Guildford, United Kingdom","2018-03-18","2018-03-19","",""
"UK Open Static","https://events.aidainternational.org/EventDetails-2078","Pool Competition","Surrey Sports Centre","Guildford, United Kingdom","2018-03-18","2018-03-18","",""
"UK Open DNF","https://events.aidainternational.org/EventDetails-2079","Pool Competition","Surrey Sports Centre","Guildford, United Kingdom","2018-03-17","2018-03-18","",""
"Swedish Championship Poolfreediving 2018","https://events.aidainternational.org/EventDetails-2080","Pool Competition","Tolvåkerbadet","Löddeköpinge, Sweden","2018-03-16","2018-03-19","",""
"Freediving New Zealand Depth Nationals 2018","https://events.aidainternational.org/EventDetails-2084","Depth Competition","Lake Taupo, Off Motutere","Taupo, New Zealand","2018-03-15","2018-03-18","",""
"BeJuCE 1","https://events.aidainternational.org/EventDetails-2095","Judge Course","No Tanx Home","Kingston Upon Thames, United Kingdom","2018-03-15","2018-03-16","",""
"Tripoli  Apnea Competition 2018","https://events.aidainternational.org/EventDetails-2051","Pool Competition","Public Pool Tripoli","Tripoli - Arcadia, Greece","2018-03-11","2018-03-11","",""
"South Australian Freedive Challenge 2018","https://events.aidainternational.org/EventDetails-2054","Pool Competition","Westminster/Marion Pools","Adelaide, Australia","2018-03-09","2018-03-12","",""
